,PID,Longitude,Latitude
60,923226150,-93.601089,41.991574
61,923226180,-93.603181,41.992303
62,923226290,-93.603524,41.992159
63,923227100,-93.600439,41.991708
64,923228130,-93.602043,41.992533
65,923228180,-93.6019,41.992522
66,923228210,-93.601844,41.992497
67,923228260,-93.601615,41.99171
68,923228310,-93.602345,41.991532
69,923229110,-93.6044746,41.9900428
70,923230040,-93.603534,41.990134
71,923250060,-93.6086884,41.9887374
72,923251180,-93.606842,41.987686
73,923275080,-93.604776,41.988964
74,923276100,-93.60268,41.988314
75,923400125,-93.606847,41.98651
76,924100070,-93.60019,41.990921
77,924151050,-93.599996,41.989265
78,911175430,-93.615012,42.019099
79,911175440,-93.615024,42.019099
80,911225110,-93.604344,42.022603
81,911370430,-93.616026,42.009398
82,911370530,-93.616242,42.008375
83,913350030,-93.599969,41.996849
84,914452060,-93.606736,41.994357
85,914474020,-93.603671,41.995987
86,914476050,-93.603173,41.996907
87,914476130,-93.601191,41.995702
88,914476500,-93.603854,41.996063
89,916225130,-93.644527,42.004509
90,916326010,-93.649773,41.997906
91,916402125,-93.646099,41.999553
92,916403020,-93.646575,41.998023
93,916403130,-93.646172,41.999342
94,916460070,-93.646643,41.996331
95,916475100,-93.646758,41.994347
96,916477010,-93.64789,41.994229
97,921205030,-93.64898,41.993258
98,921205050,-93.647474,41.993047
99,923125030,-93.610268,41.99222
100,923202025,-93.608343,41.99329
101,909256010,-93.648415,42.016086
102,909256020,-93.647027,42.016072
103,909275230,-93.644307,42.017609
104,909275250,-93.644258,42.01874
105,909276010,-93.642431,42.019059
106,909276070,-93.64048,42.019759
107,909279040,-93.643443,42.017131
108,909280030,-93.641155,42.016827
109,909280070,-93.642319,42.016385
110,909281010,-93.641002,42.017589
111,909282060,-93.6416718,42.0157866
112,909282110,-93.640612,42.016124
113,909425120,-93.642884,42.013296
114,909425180,-93.644203,42.013495
115,909426060,-93.639622,42.014936
116,909428110,-93.639428,42.01359
117,909475020,-93.643489,42.011793
118,910200020,-93.628467,42.022786
119,910200060,-93.62841,42.022709
120,910203100,-93.628298,42.020441
121,910203230,-93.629496,42.020855
122,910207110,-93.626683,42.020207
123,910226060,-93.625147,42.02153
124,911175360,-93.615307,42.019025
125,911175410,-93.61385,42.019349
126,908188130,-93.669985,42.01881
127,908188140,-93.66996,42.01881
128,908188150,-93.669924,42.018809
129,908225180,-93.661951,42.02011
130,908227010,-93.659182,42.022676
131,908227030,-93.659222,42.022659
132,908227040,-93.659222,42.022641
133,908228040,-93.660119,42.021432
134,908275220,-93.663458,42.018848
135,908275290,-93.661995,42.017727
136,909101050,-93.656753,42.022089
137,909101080,-93.6567,42.022088
138,909101190,-93.65564,42.02197
139,909101330,-93.659043,42.021559
140,909103020,-93.655631,42.020871
141,909131125,-93.648562,42.020286
142,909175030,-93.651811,42.018837
143,909176180,-93.651285,42.018282
144,909201180,-93.646942,42.01924
145,909250070,-93.646619,42.019093
146,909250120,-93.646438,42.01895
147,909250200,-93.648417,42.018808
148,909250210,-93.648416,42.018857
149,909253080,-93.64644,42.016941
150,909254070,-93.6447118,42.0165794
151,907401050,-93.687684,42.015914
152,907401080,-93.687685,42.016092
153,907405030,-93.687826,42.014636
154,907410040,-93.684089,42.014109
155,907410100,-93.684116,42.015793
156,907410110,-93.684116,42.016004
157,907412010,-93.685369,42.01397
158,907414040,-93.685872,42.013991
159,907418020,-93.683435,42.015765
160,907420070,-93.684332,42.013519
161,907420090,-93.683758,42.014593
162,908102320,-93.676369,42.020995
163,908102330,-93.676361,42.020342
164,908103310,-93.675297,42.020592
165,908103320,-93.675548,42.020547
166,908127050,-93.671454,42.021113
167,908128100,-93.672379,42.01899
168,908130020,-93.671304,42.021168
169,908178050,-93.671612,42.018648
170,908186060,-93.670025,42.018961
171,908186070,-93.669977,42.01896
172,908186090,-93.669927,42.018959
173,908188110,-93.670063,42.018813
174,908188120,-93.670039,42.018812
175,907196020,-93.688577,42.016913
176,907200170,-93.686629,42.021388
177,907201160,-93.686825,42.020145
178,907201230,-93.687158,42.02007
179,907202140,-93.684982,42.019697
180,907203010,-93.683468,42.021811
181,907203040,-93.683246,42.021889
182,907227090,-93.682979,42.020998
183,907230240,-93.681378,42.021785
184,907251100,-93.687703,42.01834
185,907252050,-93.686288,42.018664
186,907254050,-93.684421,42.017854
187,907255010,-93.685504,42.017055
188,907255050,-93.685697,42.018188
189,907262080,-93.687675,42.014494
190,907265030,-93.685571,42.016979
191,907270050,-93.683718,42.016904
192,907275030,-93.679147,42.01869
193,907285010,-93.681479,42.017856
194,907285100,-93.679803,42.017867
195,907290020,-93.682686,42.017858
196,907290080,-93.681895,42.017186
197,907290160,-93.681191,42.016275
198,907290230,-93.683728,42.016252
199,907290260,-93.683777,42.016618
200,906382040,-93.688925,42.025218
201,906382050,-93.688924,42.025194
202,906392090,-93.689485,42.02437
203,906392100,-93.689067,42.024481
204,906392120,-93.689084,42.023306
205,906394010,-93.688786,42.024376
206,906394040,-93.688934,42.023308
207,906394060,-93.688929,42.023138
208,906420020,-93.68216,42.029884
209,906426090,-93.681349,42.028168
210,906475050,-93.682095,42.025573
211,906475200,-93.683877,42.02438
212,906476140,-93.680401,42.024592
213,907125020,-93.691896,42.022227
214,907125080,-93.691873,42.022077
215,907130110,-93.688302,42.021209
216,907131070,-93.690363,42.0209
217,907135230,-93.692005,42.019047
218,907175030,-93.692606,42.018043
219,907175060,-93.692221,42.018123
220,907180120,-93.690215,42.017631
221,907181090,-93.691931,42.0168729
222,907187010,-93.689083,42.017929
223,907192010,-93.68923,42.01686
224,907194130,-93.691243,42.016217
225,905351045,-93.674402,42.023651
226,905351150,-93.676681,42.024705
227,905402110,-93.666035,42.02653
228,905403050,-93.665153,42.027664
229,905426100,-93.662765,42.026667
230,905426150,-93.663475,42.026614
231,905427010,-93.661562,42.02821
232,905427030,-93.660664,42.028191
233,905427140,-93.660227,42.026458
234,905451050,-93.666255,42.025846
235,905451410,-93.667188,42.025524
236,905452140,-93.666095,42.025102
237,905452150,-93.666096,42.025197
238,905475150,-93.660187,42.026308
239,905477010,-93.6627359,42.0247523
240,905480160,-93.658506,42.022824
241,906202040,-93.685537,42.032082
242,906204180,-93.683235,42.032493
243,906223180,-93.68218,42.030933
244,906225180,-93.6801515,42.0315156
245,906380110,-93.689071,42.024601
246,906380150,-93.689816,42.024635
247,906380170,-93.690366,42.024555
248,906380180,-93.691234,42.024615
249,906382030,-93.688937,42.025687
250,905100030,-93.67555,42.033521
251,905101330,-93.671213,42.033388
252,905101450,-93.675399,42.0333
253,905103130,-93.674456,42.03224
254,905103140,-93.674517,42.032304
255,905103180,-93.675408,42.032383
256,905105010,-93.675606,42.031356
257,905106210,-93.676455,42.030611
258,905107070,-93.672278,42.032216
259,905107220,-93.674385,42.030702
260,905107240,-93.673601,42.031362
261,905107300,-93.672645,42.031347
262,905108090,-93.670204,42.030231
263,905108120,-93.670514,42.030232
264,905200280,-93.665569,42.033285
265,905200290,-93.665505,42.03247
266,905200340,-93.66563,42.032291
267,905200380,-93.667081,42.032307
268,905200490,-93.669544,42.033686
269,905201090,-93.66412,42.032478
270,905202190,-93.668392,42.031635
271,905202210,-93.667082,42.032157
272,905225080,-93.662039,42.032575
273,905300010,-93.678165,42.029453
274,905300080,-93.676352,42.028836
275,903233100,-93.621484,42.031436
276,903233220,-93.622415,42.032418
277,903234030,-93.620411,42.032417
278,903235020,-93.6243778,42.0310818
279,903236200,-93.622386,42.030389
280,903400030,-93.62577,42.029526
281,903425190,-93.622773,42.02686
282,903425340,-93.625436,42.028544
283,903430090,-93.621562,42.026886
284,903430130,-93.622624,42.02689
285,903451050,-93.626858,42.025258
286,903452090,-93.626631,42.025459
287,903454020,-93.6275675,42.0249549
288,903454080,-93.6273219,42.0242386
289,903455090,-93.6255067,42.0242578
290,903456060,-93.628416,42.023117
291,903456090,-93.629501,42.022825
292,903458010,-93.6265888,42.0238089
293,904100030,-93.657017,42.034411
294,904100090,-93.65565,42.034576
295,904100170,-93.65815,42.033296
296,904101040,-93.6578344,42.0331453
297,904301410,-93.6600396,42.0277962
298,904302020,-93.655885,42.028002
299,904302030,-93.655786,42.027997
300,902207080,-93.607744,42.03146
301,902207110,-93.606803,42.031138
302,902301120,-93.618293,42.029142
303,902305090,-93.616886,42.027993
304,902325050,-93.613889,42.029136
305,902325100,-93.615361,42.028951
306,902325160,-93.615365,42.029281
307,902328100,-93.615337,42.027953
308,902329070,-93.6127958,42.0281148
309,902329090,-93.613763,42.027953
310,902400090,-93.608901,42.028963
311,902400110,-93.610438,42.029025
312,902401090,-93.609665,42.027992
313,902406030,-93.606195,42.0272703
314,902456015,-93.606869,42.02297
315,903200050,-93.628478,42.03405
316,903202120,-93.626022,42.03179
317,903206160,-93.627385,42.030786
318,903225090,-93.625576,42.033306
319,903229040,-93.620433,42.033369
320,903231070,-93.623642,42.032299
321,903231190,-93.62454,42.031499
322,903231220,-93.624553,42.032396
323,903231240,-93.624553,42.032478
324,903232170,-93.623481,42.031415
325,535477060,-93.603704,42.036792
326,535478010,-93.605839,42.03548
327,535478070,-93.604687,42.034618
328,535478090,-93.604568,42.034753
329,535478110,-93.6050674,42.0345614
330,902100110,-93.618539,42.033267
331,902100130,-93.6195519,42.0334994
332,902101050,-93.617164,42.033385
333,902103090,-93.61852,42.032144
334,902104020,-93.617139,42.032346
335,902106040,-93.618489,42.03139
336,902106090,-93.619513,42.031506
337,902108060,-93.615681,42.031347
338,902109010,-93.618799,42.03121
339,902110120,-93.618335,42.030396
340,902110130,-93.618334,42.030463
341,902111010,-93.615638,42.031196
342,902125020,-93.614011,42.033623
343,902128020,-93.6145858,42.0330459
344,902128100,-93.614615,42.032305
345,902134060,-93.613905,42.030267
346,902204060,-93.607862,42.032064
347,902204120,-93.608833,42.032267
348,902206020,-93.610354,42.031964
349,902206090,-93.608938,42.030368
350,535382130,-93.613899,42.034761
351,535401140,-93.608909,42.040944
352,535402070,-93.608984,42.040811
353,535402100,-93.607582,42.040105
354,535402220,-93.60942,42.040081
355,535402230,-93.610278,42.040297
356,535403040,-93.610501,42.040148
357,535403150,-93.607257,42.0385
358,535403200,-93.608422,42.038497
359,535404080,-93.609073,42.038297
360,535425040,-93.606508,42.041874
361,535425050,-93.605384,42.0416529
362,535425080,-93.60674,42.040768
363,535426195,-93.605727,42.03902
364,535450100,-93.609054,42.036098
365,535450180,-93.610503,42.035782
366,535451190,-93.608903,42.035996
367,535451210,-93.608904,42.036099
368,535453160,-93.606743,42.036053
369,535454030,-93.609053,42.034805
370,535454050,-93.609053,42.03471
371,535454060,-93.609053,42.034662
372,535456010,-93.606892,42.034829
373,535456020,-93.606893,42.034757
374,535457070,-93.606744,42.034708
375,535180070,-93.612462,42.042905
376,535301010,-93.618319,42.041821
377,535301150,-93.618481,42.040745
378,535303050,-93.618593,42.040252
379,535304020,-93.617225,42.039447
380,535305120,-93.617069,42.038357
381,535325130,-93.612464,42.039387
382,535325340,-93.613491,42.038602
383,535325350,-93.6136767,42.0383475
384,535325450,-93.615474,42.038836
385,535325460,-93.61547,42.040276
386,535327210,-93.612263,42.039351
387,535353180,-93.620354,42.034934
388,535354130,-93.617182,42.034617
389,535355100,-93.6168701,42.0347269
390,535375040,-93.6143498,42.0378602
391,535376090,-93.6133726,42.0371796
392,535376100,-93.613965,42.037001
393,535377070,-93.610772,42.037097
394,535377100,-93.612239,42.037041
395,535379100,-93.6139,42.0358
396,535380010,-93.6116427,42.0367836
397,535380130,-93.612266,42.035857
398,535381060,-93.614049,42.034574
399,535382020,-93.612404,42.035277
400,534451120,-93.629185,42.03537
401,534451130,-93.629256,42.035379
402,534453150,-93.628176,42.035666
403,534455080,-93.6270261,42.0380632
404,534475160,-93.624738,42.034612
405,534476100,-93.623704,42.036024
406,534477030,-93.622645,42.037463
407,534479130,-93.620494,42.034831
408,534479240,-93.621426,42.035987
409,534479300,-93.62143,42.037247
410,535101110,-93.619673,42.0493
411,535103070,-93.616852,42.049031
412,535105160,-93.616012,42.04665
413,535125060,-93.615629,42.048528
414,535150240,-93.6181153,42.0422973
415,535150300,-93.620355,42.042156
416,535151080,-93.618389,42.043129
417,535151130,-93.619334,42.044735
418,535152070,-93.617499,42.043897
419,535152280,-93.618625,42.04498
420,535176050,-93.612886,42.044975
421,535177100,-93.612566,42.044254
422,535178100,-93.615882,42.042105
423,535179050,-93.613296,42.043626
424,535180020,-93.614251,42.0427
425,534176250,-93.633098,42.044669
426,534201130,-93.627935,42.046496
427,534201230,-93.625976,42.045706
428,534201250,-93.626097,42.045728
429,534201260,-93.626161,42.045728
430,534201280,-93.627517,42.045885
431,534201300,-93.628069,42.045878
432,534202020,-93.6269,42.04795
433,534202180,-93.626345,42.04657
434,534226060,-93.624612,42.045685
435,534250300,-93.629155,42.044308
436,534275010,-93.623414,42.043214
437,534276010,-93.623564,42.044978
438,534276230,-93.622312,42.042114
439,534400120,-93.630156,42.040072
440,534403280,-93.626765,42.038434
441,534403400,-93.627065,42.04102
442,534403440,-93.6282949,42.0414084
443,534427090,-93.621621,42.041314
444,534428060,-93.621362,42.040273
445,534429130,-93.622017,42.040143
446,534430050,-93.62357,42.039195
447,534430110,-93.622649,42.038351
448,534431030,-93.621399,42.039202
449,534451050,-93.628568,42.035836
450,533208050,-93.646526,42.04768
451,533212100,-93.644891,42.047665
452,533212110,-93.644891,42.047642
453,533212120,-93.644891,42.047618
454,533212130,-93.644891,42.047595
455,533221080,-93.645617,42.046145
456,533223010,-93.645482,42.046431
457,533223080,-93.645479,42.046127
458,533223110,-93.645478,42.046107
459,533241010,-93.643373,42.046429
460,533242030,-93.64114,42.046416
461,533250130,-93.648931,42.044609
462,533252020,-93.646065,42.043779
463,533253030,-93.649329,42.042369
464,533253050,-93.649439,42.042481
465,533253090,-93.649352,42.042826
466,533253160,-93.649329,42.043351
467,533350050,-93.658237,42.037409
468,534125210,-93.633752,42.045632
469,534126060,-93.6346,42.048199
470,534127190,-93.634738,42.048997
471,534127270,-93.635873,42.048602
472,534128210,-93.633466,42.046472
473,534129230,-93.630258,42.04806
474,534175100,-93.632472,42.043548
475,531452080,-93.686267,42.035555
476,531452100,-93.686267,42.035629
477,531452210,-93.68665,42.03748
478,531478010,-93.681595,42.035795
479,531479030,-93.681407,42.035235
480,532351060,-93.674167,42.036051
481,532351090,-93.675963,42.036087
482,532351150,-93.677123,42.036206
483,532353030,-93.675723,42.035302
484,532353180,-93.677012,42.035094
485,532376080,-93.669553,42.034692
486,532376180,-93.671037,42.035696
487,532376250,-93.672411,42.035841
488,532378050,-93.670919,42.035325
489,532378070,-93.670998,42.035536
490,532378130,-93.669708,42.03457
491,532378160,-93.669757,42.03458
492,532378220,-93.671926,42.034663
493,532476050,-93.660643,42.037065
494,533110130,-93.653876,42.045763
495,533125120,-93.653512,42.048608
496,533127080,-93.652348,42.048371
497,533128030,-93.650474,42.047997
498,533128090,-93.650057,42.048058
499,533206040,-93.647832,42.047592
500,528429100,-93.642082,42.054318
501,528429120,-93.64178,42.054176
502,528429130,-93.641793,42.054175
503,528439030,-93.643635,42.053183
504,528445010,-93.643811,42.053033
505,528456200,-93.650361,42.0518
506,528477010,-93.64407,42.052265
507,528477030,-93.643898,42.052272
508,528480070,-93.642862,42.052346
509,528480100,-93.642309,42.051355
510,528480110,-93.642374,42.051426
511,528480150,-93.64357,42.051382
512,528488110,-93.643173,42.051245
513,528488120,-93.643859,42.051225
514,528488130,-93.643977,42.051224
515,531363080,-93.692575,42.037843
516,531367010,-93.691403,42.036149
517,531375060,-93.691787,42.037915
518,531375070,-93.691754,42.037911
519,531375100,-93.690959,42.037827
520,531376030,-93.691246,42.036605
521,531376050,-93.691247,42.03718
522,531379030,-93.689021,42.036849
523,531450040,-93.68782,42.034595
524,531451290,-93.687695,42.03674
525,528231050,-93.64458,42.060239
526,528235050,-93.642588,42.060293
527,528235130,-93.6436049,42.059803
528,528235190,-93.644094,42.061727
529,528240080,-93.641467,42.060836
530,528250060,-93.640211,42.060074
531,528275060,-93.642713,42.05865
532,528275080,-93.642913,42.05853
533,528280100,-93.641281,42.057905
534,528290140,-93.64136,42.057838
535,528292080,-93.641283,42.05696
536,528294070,-93.641053,42.058461
537,528315030,-93.655739,42.05443
538,528315070,-93.654519,42.05384
539,528315080,-93.654444,42.053801
540,528320060,-93.657851,42.053314
541,528327010,-93.6532,42.055601
542,528344060,-93.65227,42.053154
543,528348010,-93.650059,42.053466
544,528358030,-93.653915,42.05178
545,528360050,-93.655997,42.049423
546,528363070,-93.655704,42.051073
547,528365090,-93.653608,42.049687
548,528366040,-93.653479,42.049528
549,528429060,-93.642317,42.055056
550,528181030,-93.649553,42.058231
551,528181040,-93.649525,42.058238
552,528186100,-93.654124,42.057164
553,528186110,-93.65414,42.057164
554,528188040,-93.650617,42.05758
555,528218030,-93.646459,42.063304
556,528218060,-93.645841,42.062442
557,528218080,-93.645774,42.062361
558,528218130,-93.644411,42.061915
559,528218140,-93.644366,42.061928
560,528221010,-93.644627,42.063031
561,528221100,-93.645755,42.062576
562,528222010,-93.644213,42.061984
563,528222020,-93.644306,42.061987
564,528228280,-93.641662,42.062574
565,528228325,-93.641946,42.063298
566,528228340,-93.640287,42.063329
567,528228360,-93.640227,42.063185
568,528228415,-93.641321,42.062374
569,528228430,-93.6419,42.0623
570,528228545,-93.642261,42.063301
571,528228550,-93.642241,42.063301
572,528228565,-93.642116,42.063301
573,528228575,-93.641518,42.062831
574,528228580,-93.641522,42.062873
575,528106010,-93.658226,42.061901
576,528106120,-93.657991,42.061284
577,528110050,-93.6566537,42.0628074
578,528112010,-93.654774,42.062109
579,528114010,-93.657984,42.061134
580,528116030,-93.658788,42.060342
581,528118010,-93.657118,42.060272
582,528118020,-93.657149,42.060271
583,528118110,-93.656864,42.060425
584,528120110,-93.653016,42.060835
585,528120140,-93.654642,42.060577
586,528138030,-93.652334,42.060866
587,528142010,-93.654831,42.060424
588,528142060,-93.653452,42.060357
589,528142070,-93.6531488,42.060377
590,528142110,-93.643412,42.061544
591,528144030,-93.643862,42.061377
592,528150080,-93.654997,42.059636
593,528150090,-93.655461,42.059825
594,528164040,-93.657883,42.058544
595,528170040,-93.653084,42.05869
596,528172020,-93.650626,42.059216
597,528172150,-93.6534099,42.059017
598,528174080,-93.649714,42.059184
599,528180080,-93.654138,42.057164
600,527376090,-93.630348,42.052522
601,527376110,-93.632355,42.052359
602,527377030,-93.630289,42.04977
603,527378010,-93.631162,42.049608
604,527402210,-93.62626,42.055131
605,527402380,-93.625373,42.053459
606,527403120,-93.627981,42.05446
607,527404180,-93.627849,42.054385
608,527427210,-93.624411,42.055319
609,527450010,-93.629906,42.052655
610,527450080,-93.6292319,42.0524739
611,527450210,-93.627932,42.0527019
612,527450460,-93.627103,42.051798
613,527451200,-93.627328,42.051839
614,527451380,-93.627366,42.051691
615,527451450,-93.629877,42.051672
616,527451460,-93.629846,42.051673
617,527451520,-93.629516,42.051664
618,527452070,-93.627169,42.050595
619,527452290,-93.628857,42.048947
620,527452310,-93.62895,42.048946
621,527453070,-93.624767,42.050705
622,527455100,-93.625709,42.050441
623,528102010,-93.658864,42.061472
624,528102080,-93.658413,42.063307
625,527210040,-93.629337,42.060527
626,527210050,-93.629174,42.060516
627,527212030,-93.628607,42.061478
628,527212040,-93.62877,42.061008
629,527214060,-93.627767,42.060111
630,527216010,-93.626337,42.059957
631,527216050,-93.626477,42.061096
632,527226010,-93.6220148,42.0593867
633,527250040,-93.625169,42.056702
634,527252090,-93.63007,42.058563
635,527254070,-93.624062,42.059947
636,527256120,-93.628269,42.058816
637,527301010,-93.638026,42.055607
638,527302080,-93.637874,42.054367
639,527325160,-93.6326645,42.0543376
640,527327080,-93.631515,42.054956
641,527328010,-93.633002,42.0562619
642,527354040,-93.635486,42.05327
643,527355060,-93.6353259,42.0524029
644,527355280,-93.636044,42.053418
645,527356020,-93.637387,42.050514
646,527356060,-93.637191,42.050176
647,527358090,-93.635367,42.049771
648,527365010,-93.639516,42.051077
649,527375160,-93.632369,42.052362
650,526302030,-93.618462,42.053406
651,526302040,-93.618182,42.053327
652,526302120,-93.6192621,42.0531078
653,526303060,-93.616439,42.052519
654,526354020,-93.617432,42.050507
655,527105060,-93.639067,42.059909
656,527106010,-93.637871,42.061407
657,527107020,-93.637482,42.060425
658,527107030,-93.637566,42.06048
659,527107120,-93.636378,42.060736
660,527107240,-93.636373,42.061879
661,527108010,-93.636052,42.062828
662,527108020,-93.635967,42.06281
663,527108030,-93.635935,42.062802
664,527108040,-93.635837,42.062798
665,527108060,-93.635798,42.062891
666,527108090,-93.635932,42.062956
667,527146135,-93.631604,42.060625
668,527158020,-93.635716,42.0591
669,527163020,-93.636949,42.058421
670,527166030,-93.639293,42.058201
671,527182020,-93.634231,42.059599
672,527190050,-93.631572,42.059332
673,527190220,-93.632571,42.058136
674,527210030,-93.629601,42.060459
675,923204050,-93.605507,41.993107
676,923204140,-93.6072813,41.9927922
677,923205025,-93.607395,41.991211
678,923225040,-93.605355,41.992917
679,923225050,-93.605354,41.99284
680,923226300,-93.603546,41.992145
681,923228200,-93.601862,41.992516
682,923228220,-93.601827,41.992479
683,923228250,-93.601507,41.991709
684,923228290,-93.602094,41.991641
685,923228390,-93.603422,41.991868
686,923229010,-93.604923,41.991612
687,923229040,-93.604644,41.991098
688,923229100,-93.604521,41.989581
689,923229140,-93.60678,41.990264
690,923230010,-93.604524,41.989488
691,923230120,-93.602559,41.991144
692,923230180,-93.6015199,41.991371
693,923251160,-93.607114,41.989905
694,923252080,-93.604858,41.987606
695,923275010,-93.605119,41.989768
696,923275200,-93.604146,41.98822
697,923276180,-93.6030815,41.9881729
698,923400150,-93.606641,41.98651
699,923425030,-93.604858,41.986588
700,916226090,-93.63966,42.005692
701,916326040,-93.649757,41.99854
702,916326090,-93.6494462,42.0004101
703,916384050,-93.650588,41.994241
704,916384070,-93.650569,41.994137
705,916384080,-93.650561,41.9941
706,916384150,-93.651732,41.994824
707,916386170,-93.650417,41.995088
708,916403040,-93.646617,41.998023
709,916403290,-93.644366,41.997992
710,916455010,-93.646782,41.997364
711,916455050,-93.646791,41.997126
712,916455110,-93.646788,41.996089
713,916455150,-93.646894,41.995508
714,916460020,-93.646634,41.997299
715,916475020,-93.647585,41.995341
716,917425190,-93.662162,41.997352
717,921126010,-93.653109,41.993288
718,921128030,-93.652429,41.992975
719,921205070,-93.647569,41.993261
720,923202134,-93.610102,41.990054
721,923202220,-93.610118,41.992318
722,923203010,-93.608192,41.993356
723,909475230,-93.640182,42.010076
724,910200040,-93.628412,42.022836
725,910200110,-93.6295,42.022474
726,910201020,-93.596569,42.022658
727,910201050,-93.597005,42.022658
728,910201110,-93.626875,42.022566
729,910201180,-93.62826,42.022685
730,910202030,-93.625313,42.0228
731,910203290,-93.629496,42.021547
732,910204090,-93.628236,42.021278
733,910205130,-93.626689,42.021497
734,910206010,-93.628222,42.020161
735,911103060,-93.616969,42.020077
736,911128010,-93.6150637,42.0214218
737,911128020,-93.613886,42.021555
738,911370450,-93.615697,42.009401
739,911370460,-93.615618,42.009401
740,914452090,-93.606577,41.994357
741,914452120,-93.606672,41.994207
742,914452190,-93.607597,41.994206
743,914460020,-93.607551,41.995218
744,914460110,-93.606933,41.995973
745,914476330,-93.602505,41.995931
746,914478020,-93.60104,41.995512
747,914478100,-93.601779,41.994188
748,909254130,-93.644698,42.016217
749,909254140,-93.64476,42.016217
750,909254150,-93.646289,42.016853
751,909256120,-93.646416,42.016067
752,909275020,-93.6435257,42.0199537
753,909275030,-93.643215,42.019952
754,909275110,-93.64281,42.018796
755,909275160,-93.641948,42.017572
756,909275310,-93.644426,42.020037
757,909276160,-93.641322,42.018504
758,909276210,-93.642359,42.018941
759,909279080,-93.6428531,42.0168895
760,909281020,-93.640497,42.017573
761,909281130,-93.641156,42.016961
762,909282020,-93.642663,42.01629
763,909425140,-93.642883,42.013003
764,909425270,-93.6440062,42.0145503
765,909428120,-93.639393,42.01265
766,909428180,-93.640326,42.012488
767,909428340,-93.641849,42.011506
768,909451130,-93.645743,42.009489
769,909452102,-93.644923,42.011836
770,909455060,-93.645785,42.009321
771,909475050,-93.643548,42.011343
772,909475070,-93.643429,42.010333
773,908154195,-93.6762195,42.0164532
774,908154205,-93.676241,42.016642
775,908186050,-93.670587,42.018973
776,908204090,-93.665737,42.018965
777,908204180,-93.664768,42.020062
778,908225240,-93.663509,42.020783
779,908225310,-93.664686,42.020504
780,908226180,-93.661542,42.022655
781,908228010,-93.660303,42.021436
782,908250100,-93.665875,42.017962
783,908275090,-93.664821,42.01965
784,908275200,-93.66346,42.018943
785,908275240,-93.663455,42.01873
786,908276230,-93.663329,42.019937
787,909176080,-93.650162,42.01902
788,909176170,-93.65181,42.018761
789,909250150,-93.646624,42.01804
790,909250160,-93.646688,42.018039
791,909251030,-93.646817,42.017888
792,909251040,-93.64672,42.017889
793,909252010,-93.6461654,42.018921
794,909252150,-93.644544,42.017103
795,909252170,-93.644669,42.017106
796,909254090,-93.6447083,42.0162813
797,909254100,-93.644511,42.016216
798,907285040,-93.681274,42.017856
799,907290140,-93.681085,42.016277
800,907295040,-93.679505,42.017753
801,907401060,-93.687684,42.015974
802,907405130,-93.686903,42.014038
803,907410020,-93.684118,42.014039
804,907410050,-93.684137,42.014823
805,907414060,-93.684714,42.013576
806,907414070,-93.684625,42.013544
807,907420050,-93.684285,42.01343
808,907420060,-93.684271,42.013467
809,907420110,-93.683732,42.01469
810,908102160,-93.677545,42.020703
811,908103090,-93.676222,42.021221
812,908127040,-93.671455,42.021195
813,908127060,-93.671454,42.02103
814,908127070,-93.671453,42.020893
815,908127100,-93.673197,42.019926
816,908152060,-93.6747048,42.0196959
