pid,neighborhood,total_area,overallqual,garagecars,fullbath,yearbuilt,yearremodadd,yrsold,saleprice,y_test_pred
527276160,8,5557,5,2,2,1977,1977,3,185000,206163.67682956604
527276160,8,5557,5,2,2,1977,1977,3,185000,164113.88525373559
534127130,17,4941,6,2,2,1970,1970,3,185000,179720.6862789995
534127130,17,4941,6,2,2,1970,1970,3,185000,206163.67682956604
534127130,17,4941,6,2,2,1970,1970,3,185000,164113.88525373559
906475070,4,5803,5,2,2,1967,1967,3,185000,179720.6862789995
906475070,4,5803,5,2,2,1967,1967,3,185000,206163.67682956604
906475070,4,5803,5,2,2,1967,1967,3,185000,164113.88525373559
527165010,8,4670,6,2,2,1991,1991,2,185000,179720.6862789995
527165010,8,4670,6,2,2,1991,1991,2,185000,206163.67682956604
527165010,8,4670,6,2,2,1991,1991,2,185000,164113.88525373559
527354160,17,5315,7,2,2,1980,1988,2,185000,179720.6862789995
527354160,17,5315,7,2,2,1980,1988,2,185000,206163.67682956604
527354160,17,5315,7,2,2,1980,1988,2,185000,164113.88525373559
534250410,17,5193,6,2,2,1974,1974,2,185000,179720.6862789995
534250410,17,5193,6,2,2,1974,1974,2,185000,206163.67682956604
534250410,17,5193,6,2,2,1974,1974,2,185000,164113.88525373559
535153140,15,4608,5,1,2,1959,1998,2,185000,179720.6862789995
535153140,15,4608,5,1,2,1959,1998,2,185000,206163.67682956604
535153140,15,4608,5,1,2,1959,1998,2,185000,164113.88525373559
905201110,22,3985,6,2,1,1956,1956,2,185000,179720.6862789995
905201110,22,3985,6,2,1,1956,1956,2,185000,206163.67682956604
905201110,22,3985,6,2,1,1956,1956,2,185000,164113.88525373559
905427050,7,4907,6,2,2,1918,1950,2,185000,179720.6862789995
905427050,7,4907,6,2,2,1918,1950,2,185000,206163.67682956604
905427050,7,4907,6,2,2,1918,1950,2,185000,164113.88525373559
907295100,5,6235,6,3,2,1997,1998,2,185000,179720.6862789995
907295100,5,6235,6,3,2,1997,1998,2,185000,206163.67682956604
907295100,5,6235,6,3,2,1997,1998,2,185000,164113.88525373559
528294010,8,4689,6,2,2,1999,2000,1,185000,179720.6862789995
528294010,8,4689,6,2,2,1999,2000,1,185000,206163.67682956604
528294010,8,4689,6,2,2,1999,2000,1,185000,164113.88525373559
534128090,17,4859,7,2,2,1972,1987,1,185000,179720.6862789995
534128090,17,4859,7,2,2,1972,1987,1,185000,206163.67682956604
534128090,17,4859,7,2,2,1972,1987,1,185000,164113.88525373559
902330090,20,6303,7,2,2,1879,1987,1,185000,179720.6862789995
902330090,20,6303,7,2,2,1879,1987,1,185000,206163.67682956604
902330090,20,6303,7,2,2,1879,1987,1,185000,164113.88525373559
907405130,5,4542,7,2,2,2003,2003,1,185000,179720.6862789995
907405130,5,4542,7,2,2,2003,2003,1,185000,206163.67682956604
907405130,5,4542,7,2,2,2003,2003,1,185000,164113.88525373559
527107240,8,4237,6,2,2,1997,1997,0,185000,179720.6862789995
527107240,8,4237,6,2,2,1997,1997,0,185000,206163.67682956604
527107240,8,4237,6,2,2,1997,1997,0,185000,164113.88525373559
527182190,25,5020,8,2,1,1985,1985,4,212000,207876.4967451303
527182190,25,5020,8,2,1,1985,1985,4,212000,217555.94733391795
906380050,5,4980,8,2,2,2007,2007,3,212000,207876.4967451303
906380050,5,4980,8,2,2,2007,2007,3,212000,217555.94733391795
907131090,5,4671,7,2,2,1996,1996,3,212000,207876.4967451303
907131090,5,4671,7,2,2,1996,1996,3,212000,217555.94733391795
527184110,25,4438,8,2,1,1990,1990,1,212000,207876.4967451303
527184110,25,4438,8,2,1,1990,1990,1,212000,217555.94733391795
527216070,25,9049,8,3,3,2003,2003,4,538000,426549.5217541906
527276150,8,2992,4,2,1,1951,1951,4,141000,125474.58008892734
527276150,8,2992,4,2,1,1951,1951,4,141000,143718.21922580167
532354160,22,3324,5,2,1,1961,1961,3,141000,125474.58008892734
532354160,22,3324,5,2,1,1961,1961,3,141000,143718.21922580167
531363060,23,3240,7,0,1,2004,2005,2,141000,125474.58008892734
531363060,23,3240,7,0,1,2004,2005,2,141000,143718.21922580167
534201240,15,4130,5,2,1,1968,1968,2,141000,125474.58008892734
534201240,15,4130,5,2,1,1968,1968,2,141000,143718.21922580167
534428020,15,3612,4,1,1,1960,1960,2,141000,125474.58008892734
534428020,15,3612,4,1,1,1960,1960,2,141000,143718.21922580167
903454100,11,4913,6,2,2,1938,1958,2,141000,125474.58008892734
903454100,11,4913,6,2,2,1938,1958,2,141000,143718.21922580167
907425015,5,2964,6,2,1,2004,2004,2,141000,125474.58008892734
907425015,5,2964,6,2,1,2004,2004,2,141000,143718.21922580167
535151020,15,3123,6,1,1,1957,1999,1,141000,125474.58008892734
535151020,15,3123,6,1,1,1957,1999,1,141000,143718.21922580167
535457040,15,5400,5,0,2,1961,1961,1,141000,125474.58008892734
535457040,15,5400,5,0,2,1961,1961,1,141000,143718.21922580167
903454090,11,4074,6,1,1,1937,1950,1,141000,125474.58008892734
903454090,11,4074,6,1,1,1937,1950,1,141000,143718.21922580167
908152180,7,5045,5,2,2,1979,1979,1,141000,125474.58008892734
908152180,7,5045,5,2,2,1979,1979,1,141000,143718.21922580167
910200110,11,3870,6,2,1,1940,1950,1,141000,125474.58008892734
910200110,11,3870,6,2,1,1940,1950,1,141000,143718.21922580167
535179050,15,3575,5,1,1,1957,1957,0,141000,125474.58008892734
535179050,15,3575,5,1,1,1957,1957,0,141000,143718.21922580167
535456020,15,3750,5,1,1,1959,1959,0,141000,125474.58008892734
535456020,15,3750,5,1,1,1959,1959,0,141000,143718.21922580167
527302110,17,6188,6,2,2,1978,1988,4,210000,199777.45535178448
907280170,5,4762,7,2,2,1997,1998,3,210000,199777.45535178448
907285080,5,5224,7,2,2,1994,1995,2,210000,199777.45535178448
907412070,5,4792,7,2,2,2004,2004,2,210000,199777.45535178448
903206170,3,4775,6,2,1,1923,1950,1,210000,199777.45535178448
914476330,14,4916,7,2,2,1991,1992,1,210000,199777.45535178448
909282110,6,4664,6,2,1,1930,1959,0,210000,199777.45535178448
527358140,17,6078,6,2,2,1977,1977,4,190000,207573.25576605106
527358140,17,6078,6,2,2,1977,1977,4,190000,189180.76261428438
533130020,18,5160,7,2,2,1992,1992,4,190000,207573.25576605106
533130020,18,5160,7,2,2,1992,1992,4,190000,189180.76261428438
535126040,15,5871,6,2,2,1966,2002,4,190000,207573.25576605106
535126040,15,5871,6,2,2,1966,2002,4,190000,189180.76261428438
914475090,14,4286,6,2,2,1977,1977,4,190000,207573.25576605106
914475090,14,4286,6,2,2,1977,1977,4,190000,189180.76261428438
528290180,8,4216,6,2,2,2000,2000,3,190000,207573.25576605106
528290180,8,4216,6,2,2,2000,2000,3,190000,189180.76261428438
535402010,15,7243,6,3,2,1969,1969,3,190000,207573.25576605106
535402010,15,7243,6,3,2,1969,1969,3,190000,189180.76261428438
905401100,4,5654,5,1,1,1955,1993,3,190000,207573.25576605106
905401100,4,5654,5,1,1,1955,1993,3,190000,189180.76261428438
907412020,5,4892,7,2,2,2004,2004,3,190000,207573.25576605106
907412020,5,4892,7,2,2,2004,2004,3,190000,189180.76261428438
907414020,5,5070,7,2,2,2004,2004,3,190000,207573.25576605106
907414020,5,5070,7,2,2,2004,2004,3,190000,189180.76261428438
528235180,8,3588,7,2,2,2005,2005,2,190000,207573.25576605106
528235180,8,3588,7,2,2,2005,2005,2,190000,189180.76261428438
527325110,17,5280,7,2,2,1977,1977,1,190000,207573.25576605106
527325110,17,5280,7,2,2,1977,1977,1,190000,189180.76261428438
533352075,22,7201,5,2,2,1977,1977,1,190000,207573.25576605106
533352075,22,7201,5,2,2,1977,1977,1,190000,189180.76261428438
527327080,17,4510,6,2,2,1976,1976,0,190000,207573.25576605106
527327080,17,4510,6,2,2,1976,1976,0,190000,189180.76261428438
527427210,15,4868,6,2,2,2002,2002,0,190000,207573.25576605106
527427210,15,4868,6,2,2,2002,2002,0,190000,189180.76261428438
533253090,9,4162,8,2,1,1980,1980,0,190000,207573.25576605106
533253090,9,4162,8,2,1,1980,1980,0,190000,189180.76261428438
534250300,17,5306,6,2,2,1971,1971,0,190000,207573.25576605106
534250300,17,5306,6,2,2,1971,1971,0,190000,189180.76261428438
905351150,4,4804,7,2,1,1986,1986,0,190000,207573.25576605106
905351150,4,4804,7,2,1,1986,1986,0,190000,189180.76261428438
906426090,4,5178,5,2,2,1964,1964,0,190000,207573.25576605106
906426090,4,5178,5,2,2,1964,1964,0,190000,189180.76261428438
527358200,17,3927,7,2,2,1974,1974,4,170000,182745.55436606045
527358200,17,3927,7,2,2,1974,1974,4,170000,160656.47098662003
914478110,14,6830,6,2,3,1976,1976,4,170000,182745.55436606045
914478110,14,6830,6,2,3,1976,1976,4,170000,160656.47098662003
528235200,8,3532,7,2,2,2004,2005,3,170000,182745.55436606045
528235200,8,3532,7,2,2,2004,2005,3,170000,160656.47098662003
907420040,5,3840,6,2,2,2007,2007,3,170000,182745.55436606045
907420040,5,3840,6,2,2,2007,2007,3,170000,160656.47098662003
916460110,26,5426,7,2,2,2003,2003,3,170000,182745.55436606045
916460110,26,5426,7,2,2,2003,2003,3,170000,160656.47098662003
531376070,23,3969,7,2,2,2007,2007,2,170000,182745.55436606045
531376070,23,3969,7,2,2,2007,2007,2,170000,160656.47098662003
534250335,17,4629,7,2,1,1971,1971,2,170000,182745.55436606045
534250335,17,4629,7,2,1,1971,1971,2,170000,160656.47098662003
527182040,25,3711,8,2,1,1986,1986,1,170000,182745.55436606045
527182040,25,3711,8,2,1,1986,1986,1,170000,160656.47098662003
527357020,17,5009,6,2,2,1971,1971,1,170000,182745.55436606045
527357020,17,5009,6,2,2,1971,1971,1,170000,160656.47098662003
528280150,8,3644,7,2,2,2000,2000,1,170000,182745.55436606045
528280150,8,3644,7,2,2,2000,2000,1,170000,160656.47098662003
909452102,6,5668,4,2,2,1995,1996,1,170000,182745.55436606045
909452102,6,5668,4,2,2,1995,1996,1,170000,160656.47098662003
916326040,26,4314,5,1,1,1959,1959,1,170000,182745.55436606045
916326040,26,4314,5,1,1,1959,1959,1,170000,160656.47098662003
527107020,8,4546,6,2,2,1995,1995,0,170000,182745.55436606045
527107020,8,4546,6,2,2,1995,1995,0,170000,160656.47098662003
533253160,9,4162,8,2,1,1978,1978,0,170000,182745.55436606045
533253160,9,4162,8,2,1,1978,1978,0,170000,160656.47098662003
534126060,17,4897,7,2,3,1968,1992,0,170000,182745.55436606045
534126060,17,4897,7,2,3,1968,1992,0,170000,160656.47098662003
535382130,20,4294,5,2,2,1936,1989,0,170000,182745.55436606045
535382130,20,4294,5,2,2,1936,1989,0,170000,160656.47098662003
905200340,22,5775,5,2,1,1955,1974,0,170000,182745.55436606045
905200340,22,5775,5,2,1,1955,1974,0,170000,160656.47098662003
924100070,14,4585,5,2,1,1974,1975,0,170000,182745.55436606045
924100070,14,4585,5,2,1,1974,1975,0,170000,160656.47098662003
527402200,15,3492,6,2,1,1970,1970,4,149000,139454.83730208033
527402200,15,3492,6,2,1,1970,1970,4,149000,125317.7048382193
535376060,20,4100,5,2,2,1939,2006,3,149000,139454.83730208033
535376060,20,4100,5,2,2,1939,2006,3,149000,125317.7048382193
903201020,3,4102,6,1,1,1923,1950,3,149000,139454.83730208033
903201020,3,4102,6,1,1,1923,1950,3,149000,125317.7048382193
903451090,11,4896,6,1,2,1927,1950,3,149000,139454.83730208033
903451090,11,4896,6,1,2,1927,1950,3,149000,125317.7048382193
923276260,14,3292,5,2,1,1992,1993,3,149000,139454.83730208033
923276260,14,3292,5,2,1,1992,1993,3,149000,125317.7048382193
907425030,5,2964,6,2,1,2004,2004,2,149000,139454.83730208033
907425030,5,2964,6,2,1,2004,2004,2,149000,125317.7048382193
909275050,6,4050,7,1,1,1931,2000,2,149000,139454.83730208033
909275050,6,4050,7,1,1,1931,2000,2,149000,125317.7048382193
531375140,23,3858,5,2,1,2003,2004,1,149000,139454.83730208033
531375140,23,3858,5,2,1,2003,2004,1,149000,125317.7048382193
903233100,3,4419,5,1,1,1928,1950,0,149000,139454.83730208033
903233100,3,4419,5,1,1,1928,1950,0,149000,125317.7048382193
909250200,21,3991,6,1,1,1920,1950,0,149000,139454.83730208033
909250200,21,3991,6,1,1,1920,1950,0,149000,125317.7048382193
527402250,15,3734,5,2,1,1971,2008,4,149900,149418.4996126479
527402250,15,3734,5,2,1,1971,2008,4,149900,156094.81779699321
527453130,16,4207,6,2,2,1975,1975,4,149900,149418.4996126479
527453130,16,4207,6,2,2,1975,1975,4,149900,156094.81779699321
923276030,14,2994,5,2,1,1984,1984,4,149900,149418.4996126479
923276030,14,2994,5,2,1,1984,1984,4,149900,156094.81779699321
905107310,22,3028,6,2,1,1978,1978,3,149900,149418.4996126479
905107310,22,3028,6,2,1,1978,1978,3,149900,156094.81779699321
907201060,5,3283,5,1,2,1977,1977,2,149900,149418.4996126479
907201060,5,3283,5,1,2,1977,1977,2,149900,156094.81779699321
526302030,15,4216,6,2,2,1954,1954,0,149900,149418.4996126479
526302030,15,4216,6,2,2,1954,1954,0,149900,156094.81779699321
905452150,7,4523,6,1,1,1953,1953,0,149900,149418.4996126479
905452150,7,4523,6,1,1,1953,1953,0,149900,156094.81779699321
907203040,5,3234,5,2,1,1972,1972,0,149900,149418.4996126479
907203040,5,3234,5,2,1,1972,1972,0,149900,156094.81779699321
908102320,7,4926,5,2,1,1959,1959,0,149900,149418.4996126479
908102320,7,4926,5,2,1,1959,1959,0,149900,156094.81779699321
527403020,15,3472,5,1,1,1968,1968,4,142000,135223.11872562816
527403020,15,3472,5,1,1,1968,1968,4,142000,150638.43423466387
535154050,15,4095,5,2,1,1959,1959,4,142000,135223.11872562816
535154050,15,4095,5,2,1,1959,1959,4,142000,150638.43423466387
531375090,23,3342,5,0,1,2004,2004,3,142000,135223.11872562816
531375090,23,3342,5,0,1,2004,2004,3,142000,150638.43423466387
532378200,22,3024,6,1,1,1961,1996,2,142000,135223.11872562816
532378200,22,3024,6,1,1,1961,1996,2,142000,150638.43423466387
534427040,15,4284,6,2,1,1959,1959,2,142000,135223.11872562816
534427040,15,4284,6,2,1,1959,1959,2,142000,150638.43423466387
535301060,15,3508,5,1,1,1953,2006,1,142000,135223.11872562816
535301060,15,3508,5,1,1,1953,2006,1,142000,150638.43423466387
534201230,15,3657,5,2,1,1968,1968,0,142000,135223.11872562816
534201230,15,3657,5,2,1,1968,1968,0,142000,150638.43423466387
535325450,15,2922,5,1,1,1951,1991,0,142000,135223.11872562816
535325450,15,2922,5,1,1,1951,1991,0,142000,150638.43423466387
527404120,15,3171,4,2,1,1970,1970,4,126000,120577.17099981119
909176150,21,2967,6,2,1,1939,1950,4,126000,120577.17099981119
535304100,15,3335,5,2,1,1951,1951,3,126000,120577.17099981119
914476020,14,4007,5,2,2,1977,1977,3,126000,120577.17099981119
910200080,11,2927,6,1,1,1926,1998,2,126000,120577.17099981119
910205010,11,4224,5,1,1,1967,1967,2,126000,120577.17099981119
535101150,15,5472,5,3,2,1968,1968,1,126000,120577.17099981119
903231090,3,4207,6,2,1,1938,1950,1,126000,120577.17099981119
904301110,7,3264,5,1,1,1940,1950,1,126000,120577.17099981119
907125120,5,3269,5,1,1,1994,1994,1,126000,120577.17099981119
532376080,22,3262,5,1,1,1965,1965,0,126000,120577.17099981119
527425090,15,2592,4,0,1,1971,1971,4,115000,119382.46880213609
527425090,15,2592,4,0,1,1971,1971,4,115000,116936.40686423889
527425090,15,2592,4,0,1,1971,1971,4,115000,99935.19446156654
902106140,20,3424,5,2,1,1927,1950,4,115000,119382.46880213609
902106140,20,3424,5,2,1,1927,1950,4,115000,116936.40686423889
902106140,20,3424,5,2,1,1927,1950,4,115000,99935.19446156654
535325290,15,3687,4,2,1,1955,1955,3,115000,119382.46880213609
535325290,15,3687,4,2,1,1955,1955,3,115000,116936.40686423889
535325290,15,3687,4,2,1,1955,1955,3,115000,99935.19446156654
902101010,20,3476,6,1,1,1926,2004,3,115000,119382.46880213609
902101010,20,3476,6,1,1,1926,2004,3,115000,116936.40686423889
902101010,20,3476,6,1,1,1926,2004,3,115000,99935.19446156654
903232060,3,3214,5,1,1,1925,1999,3,115000,119382.46880213609
903232060,3,3214,5,1,1,1925,1999,3,115000,116936.40686423889
903232060,3,3214,5,1,1,1925,1999,3,115000,99935.19446156654
909451040,1,3032,6,2,1,1980,1980,3,115000,119382.46880213609
909451040,1,3032,6,2,1,1980,1980,3,115000,116936.40686423889
909451040,1,3032,6,2,1,1980,1980,3,115000,99935.19446156654
923202060,14,3878,5,2,1,1960,2006,3,115000,119382.46880213609
923202060,14,3878,5,2,1,1960,2006,3,115000,116936.40686423889
923202060,14,3878,5,2,1,1960,2006,3,115000,99935.19446156654
527226020,8,5075,6,2,1,1952,1952,2,115000,119382.46880213609
527226020,8,5075,6,2,1,1952,1952,2,115000,116936.40686423889
527226020,8,5075,6,2,1,1952,1952,2,115000,99935.19446156654
532376170,22,2978,5,1,1,1968,1968,2,115000,119382.46880213609
532376170,22,2978,5,1,1,1968,1968,2,115000,116936.40686423889
532376170,22,2978,5,1,1,1968,1968,2,115000,99935.19446156654
902201120,20,2617,5,1,1,1948,1950,2,115000,119382.46880213609
902201120,20,2617,5,1,1,1948,1950,2,115000,116936.40686423889
902201120,20,2617,5,1,1,1948,1950,2,115000,99935.19446156654
903230110,3,3352,5,1,1,1920,1997,2,115000,119382.46880213609
903230110,3,3352,5,1,1,1920,1997,2,115000,116936.40686423889
903230110,3,3352,5,1,1,1920,1997,2,115000,99935.19446156654
909256060,21,4109,6,1,1,1936,1950,2,115000,119382.46880213609
909256060,21,4109,6,1,1,1936,1950,2,115000,116936.40686423889
909256060,21,4109,6,1,1,1936,1950,2,115000,99935.19446156654
923225150,13,3208,5,1,1,1976,1976,2,115000,119382.46880213609
923225150,13,3208,5,1,1,1976,1976,2,115000,116936.40686423889
923225150,13,3208,5,1,1,1976,1976,2,115000,99935.19446156654
535325320,15,4622,4,1,1,1955,1955,1,115000,119382.46880213609
535325320,15,4622,4,1,1,1955,1955,1,115000,116936.40686423889
535325320,15,4622,4,1,1,1955,1955,1,115000,99935.19446156654
905105040,22,2934,5,1,1,1968,1968,1,115000,119382.46880213609
905105040,22,2934,5,1,1,1968,1968,1,115000,116936.40686423889
905105040,22,2934,5,1,1,1968,1968,1,115000,99935.19446156654
910200040,11,3827,5,0,2,1919,2005,1,115000,119382.46880213609
